FPI,SPI,AI,SFI,FFI,FPD,SPD,AD,SFD,FFD,API_X,API_Y,API_Z,APD_X,APD_Y,APD_Z,AFD_X,AFD_Y,AFD_Z,AFI_X,AFI_Y,AFI_Z
16142.287500000006,-249.90000000002328,5932.662500000006,-16.52499999999418,-9886.612499999988,-1113.5875000000233,-78.42500000000291,1518.9624999999942,367.2375000000029,-9717.487499999988,-0.5874999999999999,-0.09999999999999998,-0.9249999999999972,0.03750000000000009,0.5250000000000004,-0.4124999999999943,0.1125,0.1625000000000001,-0.3250000000000002,-0.30000000000000004,0.175,0.36249999999999716
16078.287500000006,-238.90000000002328,5944.662500000006,-30.52499999999418,-10014.612499999988,-1212.5875000000233,-703.4250000000029,1547.9624999999942,305.2375000000029,-9587.487499999988,0.4125000000000001,0.9,0.07500000000000284,0.03750000000000009,1.5250000000000004,-0.4124999999999943,0.1125,0.1625000000000001,0.6749999999999998,-0.30000000000000004,1.175,0.36249999999999716
16204.287500000006,-42.90000000002328,5973.662500000006,-8.52499999999418,-10091.612499999988,-1229.5875000000233,-493.4250000000029,1595.9624999999942,241.2375000000029,-9668.487499999988,0.4125000000000001,0.9,1.0750000000000028,0.03750000000000009,0.5250000000000004,-0.4124999999999943,0.1125,-0.8374999999999999,0.6749999999999998,0.7,0.175,-0.6375000000000028
16007.287500000006,153.09999999997672,5957.662500000006,-114.52499999999418,-10056.612499999988,-1115.5875000000233,-800.4250000000029,1596.9624999999942,135.2375000000029,-9723.487499999988,0.4125000000000001,-0.09999999999999998,-0.9249999999999972,1.0375,0.5250000000000004,0.5875000000000057,0.1125,0.1625000000000001,0.6749999999999998,0.7,0.175,0.36249999999999716
15916.287500000006,91.09999999997672,5949.662500000006,44.47500000000582,-10079.612499999988,-1115.5875000000233,-668.4250000000029,1628.9624999999942,105.23750000000291,-9756.487499999988,0.4125000000000001,0.9,0.07500000000000284,0.03750000000000009,0.5250000000000004,-0.4124999999999943,0.1125,0.1625000000000001,0.6749999999999998,-0.30000000000000004,0.175,-0.6375000000000028
16035.287500000006,210.09999999997672,6005.662500000006,25.47500000000582,-9965.612499999988,-1188.5875000000233,-817.4250000000029,1656.9624999999942,-25.76249999999709,-9820.487499999988,-0.5874999999999999,0.9,0.07500000000000284,0.03750000000000009,-0.47499999999999964,0.5875000000000057,0.1125,0.1625000000000001,-0.3250000000000002,-0.30000000000000004,0.175,0.36249999999999716
15986.287500000006,454.0999999999767,5812.662500000006,-45.52499999999418,-9915.612499999988,-1592.5875000000233,-284.4250000000029,1495.9624999999942,-117.76249999999709,-9814.487499999988,0.4125000000000001,-0.09999999999999998,0.07500000000000284,0.03750000000000009,0.5250000000000004,-0.4124999999999943,0.1125,1.1625,0.6749999999999998,-0.30000000000000004,-0.825,-0.6375000000000028
15996.287500000006,281.0999999999767,5652.662500000006,5.475000000005821,-9935.612499999988,-1648.5875000000233,-18.42500000000291,1481.9624999999942,-86.76249999999709,-9797.487499999988,-0.5874999999999999,-0.09999999999999998,0.07500000000000284,0.03750000000000009,-0.47499999999999964,0.5875000000000057,0.1125,0.1625000000000001,-0.3250000000000002,-0.30000000000000004,0.175,-0.6375000000000028
15956.287500000006,184.09999999997672,5575.662500000006,113.47500000000582,-9837.612499999988,-1554.5875000000233,365.5749999999971,1696.9624999999942,-124.76249999999709,-9760.487499999988,-0.5874999999999999,-0.09999999999999998,0.07500000000000284,0.03750000000000009,-0.47499999999999964,-0.4124999999999943,0.1125,-0.8374999999999999,-0.3250000000000002,0.7,-0.825,-0.6375000000000028
16009.287500000006,293.0999999999767,5610.662500000006,137.47500000000582,-9615.612499999988,-1508.5875000000233,-164.4250000000029,1452.9624999999942,-208.7624999999971,-9806.487499999988,0.4125000000000001,-0.09999999999999998,0.07500000000000284,0.03750000000000009,-0.47499999999999964,0.5875000000000057,0.1125,0.1625000000000001,-1.3250000000000002,-0.30000000000000004,0.175,-0.6375000000000028
16054.287500000006,317.0999999999767,5538.662500000006,-9.52499999999418,-9685.612499999988,-1533.5875000000233,-213.4250000000029,1459.9624999999942,-0.7624999999970896,-9833.487499999988,0.4125000000000001,-1.1,0.07500000000000284,0.03750000000000009,-0.47499999999999964,-0.4124999999999943,-0.8875,-0.8374999999999999,-0.3250000000000002,-0.30000000000000004,-0.825,-1.6375000000000028
16069.287500000006,378.0999999999767,5461.662500000006,30.47500000000582,-9608.612499999988,-1528.5875000000233,-466.4250000000029,1492.9624999999942,-219.7624999999971,-10012.487499999988,0.4125000000000001,-0.09999999999999998,0.07500000000000284,0.03750000000000009,-0.47499999999999964,-0.4124999999999943,0.1125,-0.8374999999999999,-0.3250000000000002,0.7,-0.825,0.36249999999999716
16185.287500000006,237.09999999997672,5427.662500000006,-375.5249999999942,-9636.612499999988,-1609.5875000000233,-370.4250000000029,1499.9624999999942,-471.7624999999971,-9795.487499999988,0.4125000000000001,-1.1,2.075000000000003,0.03750000000000009,-0.47499999999999964,-0.4124999999999943,0.1125,0.1625000000000001,-0.3250000000000002,-0.30000000000000004,-0.825,-0.6375000000000028
16214.287500000006,19.099999999976717,5373.662500000006,-264.5249999999942,-9747.612499999988,-1515.5875000000233,-538.4250000000029,1591.9624999999942,-560.7624999999971,-9925.487499999988,-0.5874999999999999,-1.1,-0.9249999999999972,0.03750000000000009,-0.47499999999999964,0.5875000000000057,0.1125,0.1625000000000001,-0.3250000000000002,0.7,0.175,0.36249999999999716
16405.287500000006,-192.90000000002328,5431.662500000006,-319.5249999999942,-9582.612499999988,-1533.5875000000233,52.57499999999709,1638.9624999999942,-612.7624999999971,-9968.487499999988,0.4125000000000001,-0.09999999999999998,-0.9249999999999972,0.03750000000000009,-0.47499999999999964,0.5875000000000057,0.1125,0.1625000000000001,-0.3250000000000002,-0.30000000000000004,0.175,0.36249999999999716
16339.287500000006,234.09999999997672,5495.662500000006,-283.5249999999942,-9598.612499999988,-1377.5875000000233,-225.4250000000029,1704.9624999999942,-691.7624999999971,-9980.487499999988,1.4125,-0.09999999999999998,1.0750000000000028,0.03750000000000009,-0.47499999999999964,-0.4124999999999943,-0.8875,0.1625000000000001,0.6749999999999998,0.7,-1.825,-2.637500000000003
16233.287500000006,344.0999999999767,5496.662500000006,-382.5249999999942,-9807.612499999988,-1319.5875000000233,-199.4250000000029,1702.9624999999942,-466.7624999999971,-9856.487499999988,-0.5874999999999999,-0.09999999999999998,0.07500000000000284,0.03750000000000009,0.5250000000000004,-0.4124999999999943,-0.8875,-0.8374999999999999,-0.3250000000000002,0.7,0.175,0.36249999999999716
16053.287500000006,79.09999999997672,5664.662500000006,-505.5249999999942,-9949.612499999988,-1462.5875000000233,-318.4250000000029,1588.9624999999942,-270.7624999999971,-9715.487499999988,0.4125000000000001,-0.09999999999999998,-0.9249999999999972,0.03750000000000009,-0.47499999999999964,-0.4124999999999943,0.1125,0.1625000000000001,-0.3250000000000002,-0.30000000000000004,0.175,0.36249999999999716
16058.287500000006,156.09999999997672,5746.662500000006,-427.5249999999942,-9651.612499999988,-1199.5875000000233,-695.4250000000029,1677.9624999999942,-250.7624999999971,-9968.487499999988,0.4125000000000001,-0.09999999999999998,0.07500000000000284,0.03750000000000009,0.5250000000000004,0.5875000000000057,0.1125,0.1625000000000001,-0.3250000000000002,-0.30000000000000004,0.175,0.36249999999999716
15982.287500000006,182.09999999997672,5723.662500000006,-336.5249999999942,-9818.612499999988,-1314.5875000000233,-650.4250000000029,1610.9624999999942,-215.7624999999971,-9873.487499999988,0.4125000000000001,0.9,0.07500000000000284,0.03750000000000009,0.5250000000000004,-0.4124999999999943,-0.8875,0.1625000000000001,-0.3250000000000002,-0.30000000000000004,0.175,0.36249999999999716
16040.287500000006,104.09999999997672,5827.662500000006,-414.5249999999942,-10169.612499999988,-1383.5875000000233,-467.4250000000029,1702.9624999999942,-124.76249999999709,-9610.487499999988,-0.5874999999999999,-0.09999999999999998,-0.9249999999999972,0.03750000000000009,0.5250000000000004,-0.4124999999999943,0.1125,0.1625000000000001,0.6749999999999998,0.7,0.175,-0.6375000000000028
15927.287500000006,285.0999999999767,5786.662500000006,-400.5249999999942,-10368.612499999988,-1214.5875000000233,-356.4250000000029,1692.9624999999942,9.23750000000291,-9825.487499999988,-0.5874999999999999,0.9,0.07500000000000284,0.03750000000000009,-0.47499999999999964,0.5875000000000057,0.1125,0.1625000000000001,0.6749999999999998,0.7,0.175,0.36249999999999716
