FPI,SPI,AI,SFI,FFI,FPD,SPD,AD,SFD,FFD,API_X,API_Y,API_Z,APD_X,APD_Y,APD_Z,AFD_X,AFD_Y,AFD_Z,AFI_X,AFI_Y,AFI_Z
-27534.149999999994,-224.28749999997672,-29610.875,324.07500000001164,-11416.362499999988,5639.337500000023,599.6875,276.8374999999942,54.962500000001455,-8905.612499999988,-0.6124999999999998,-0.025000000000000022,0.5499999999999972,-0.9750000000000001,-0.4375,-0.22499999999999432,0.1125,-0.75,-0.2250000000000001,0.675,-0.85,-0.4625000000000057
-27577.149999999994,-369.2874999999767,-29733.875,379.07500000001164,-11075.362499999988,5552.337500000023,322.6875,211.83749999999418,-49.037499999998545,-8666.612499999988,-0.6124999999999998,-0.025000000000000022,-0.45000000000000284,0.02499999999999991,-0.4375,-1.2249999999999943,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,-0.85,-1.4625000000000057
-27731.149999999994,-45.28749999997672,-29576.875,298.07500000001164,-11209.362499999988,5477.337500000023,395.6875,327.8374999999942,-116.03749999999854,-8682.612499999988,-0.6124999999999998,-1.025,-1.4500000000000028,0.02499999999999991,-0.4375,-1.2249999999999943,0.1125,0.25,0.7749999999999999,-0.32499999999999996,0.15,0.5374999999999943
-27635.149999999994,-301.2874999999767,-29638.875,297.07500000001164,-11354.362499999988,5626.337500000023,293.6875,331.8374999999942,-234.03749999999854,-8897.612499999988,0.3875000000000002,-0.025000000000000022,-0.45000000000000284,0.02499999999999991,0.5625,-0.22499999999999432,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,-0.85,-0.4625000000000057
-27668.149999999994,43.71250000002328,-29661.875,366.07500000001164,-11471.362499999988,5679.337500000023,29.6875,323.8374999999942,-201.03749999999854,-9099.612499999988,-0.6124999999999998,-0.025000000000000022,-1.4500000000000028,0.02499999999999991,-0.4375,-0.22499999999999432,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,0.15,-0.4625000000000057
-27927.149999999994,-17.287499999976717,-29737.875,183.07500000001164,-11590.362499999988,5237.337500000023,-290.3125,264.8374999999942,-231.03749999999854,-9145.612499999988,-0.6124999999999998,-0.025000000000000022,-0.45000000000000284,0.02499999999999991,0.5625,-1.2249999999999943,-0.8875,0.25,-0.2250000000000001,-0.32499999999999996,1.15,1.5374999999999943
-28004.149999999994,-440.2874999999767,-29517.875,148.07500000001164,-11506.362499999988,5283.337500000023,-587.3125,122.83749999999418,-262.03749999999854,-9165.612499999988,0.3875000000000002,-0.025000000000000022,-0.45000000000000284,1.025,0.5625,-0.22499999999999432,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,-0.85,1.5374999999999943
-27931.149999999994,-620.2874999999767,-29632.875,273.07500000001164,-11922.362499999988,5740.337500000023,-186.3125,149.83749999999418,-376.03749999999854,-9062.612499999988,1.3875000000000002,0.975,1.5499999999999972,0.02499999999999991,0.5625,0.7750000000000057,0.1125,0.25,-0.2250000000000001,0.675,0.15,0.5374999999999943
-28428.149999999994,1.712500000023283,-29396.875,837.0750000000116,-11548.362499999988,5898.337500000023,469.6875,56.83749999999418,-220.03749999999854,-8451.612499999988,-0.6124999999999998,0.975,-0.45000000000000284,0.02499999999999991,0.5625,-0.22499999999999432,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,0.15,-0.4625000000000057
-28533.149999999994,396.7125000000233,-29278.875,610.0750000000116,-11611.362499999988,5892.337500000023,562.6875,-80.16250000000582,11.962500000001455,-8072.612499999988,-0.6124999999999998,-0.025000000000000022,-2.450000000000003,-1.975,-0.4375,-1.2249999999999943,0.1125,0.25,0.7749999999999999,-0.32499999999999996,0.15,0.5374999999999943
-27559.149999999994,-520.2874999999767,-29449.875,-39.92499999998836,-12156.362499999988,6091.337500000023,302.6875,-2.1625000000058208,-358.03749999999854,-8593.612499999988,-0.6124999999999998,-0.025000000000000022,2.549999999999997,-0.9750000000000001,-0.4375,0.7750000000000057,0.1125,0.25,0.7749999999999999,-0.32499999999999996,0.15,-1.4625000000000057
-28254.149999999994,-25.287499999976717,-29419.875,516.0750000000116,-11577.362499999988,5777.337500000023,1106.6875,-46.16250000000582,7.962500000001455,-8300.612499999988,0.3875000000000002,-1.025,-0.45000000000000284,0.02499999999999991,-0.4375,-1.2249999999999943,0.1125,-0.75,-0.2250000000000001,-0.32499999999999996,-0.85,-0.4625000000000057
-28463.149999999994,585.7125000000233,-29752.875,501.07500000001164,-11573.362499999988,5906.337500000023,691.6875,-4.162500000005821,-115.03749999999854,-8660.612499999988,-0.6124999999999998,-1.025,-0.45000000000000284,0.02499999999999991,-0.4375,1.7750000000000057,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,0.15,0.5374999999999943
-27855.149999999994,-0.28749999997671694,-29768.875,266.07500000001164,-11438.362499999988,6195.337500000023,335.6875,135.83749999999418,-498.03749999999854,-8843.612499999988,0.3875000000000002,-1.025,1.5499999999999972,0.02499999999999991,-0.4375,0.7750000000000057,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,0.15,-0.4625000000000057
-28166.149999999994,135.71250000002328,-29655.875,538.0750000000116,-10866.362499999988,5777.337500000023,792.6875,2.8374999999941792,100.96250000000146,-8276.612499999988,0.3875000000000002,-1.025,-1.4500000000000028,1.025,-1.4375,-0.22499999999999432,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,-0.85,0.5374999999999943
-28000.149999999994,113.71250000002328,-29781.875,334.07500000001164,-10914.362499999988,6114.337500000023,1342.6875,7.837499999994179,-15.037499999998545,-7941.612499999988,0.3875000000000002,-0.025000000000000022,-1.4500000000000028,0.02499999999999991,-0.4375,-0.22499999999999432,0.1125,-0.75,0.7749999999999999,0.675,0.15,1.5374999999999943
-27504.149999999994,-433.2874999999767,-29897.875,7.0750000000116415,-11366.362499999988,6365.337500000023,548.6875,160.83749999999418,-287.03749999999854,-8494.612499999988,0.3875000000000002,-1.025,0.5499999999999972,0.02499999999999991,-1.4375,0.7750000000000057,0.1125,0.25,-0.2250000000000001,0.675,-0.85,-0.4625000000000057
-27857.149999999994,-165.28749999997672,-29892.875,255.07500000001164,-11293.362499999988,6188.337500000023,358.6875,187.83749999999418,-99.03749999999854,-8030.612499999988,1.3875000000000002,-1.025,0.5499999999999972,0.02499999999999991,-0.4375,-0.22499999999999432,0.1125,0.25,-0.2250000000000001,0.675,0.15,0.5374999999999943
-28258.149999999994,293.7125000000233,-29694.875,622.0750000000116,-10792.362499999988,6111.337500000023,680.6875,83.83749999999418,225.96250000000146,-7828.612499999988,1.3875000000000002,-1.025,-1.4500000000000028,1.025,-0.4375,-3.2249999999999943,0.1125,0.25,-1.225,0.675,-0.85,0.5374999999999943
-28017.149999999994,-137.28749999997672,-29675.875,392.07500000001164,-11242.362499999988,6412.337500000023,323.6875,25.83749999999418,-98.03749999999854,-8298.612499999988,0.3875000000000002,-1.025,0.5499999999999972,0.02499999999999991,-0.4375,-0.22499999999999432,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,0.15,-0.4625000000000057
-27951.149999999994,-344.2874999999767,-29596.875,129.07500000001164,-11224.362499999988,6628.337500000023,696.6875,-71.16250000000582,211.96250000000146,-8327.612499999988,0.3875000000000002,-1.025,-0.45000000000000284,1.025,0.5625,-0.22499999999999432,-0.8875,0.25,0.7749999999999999,-0.32499999999999996,0.15,-0.4625000000000057
-28196.149999999994,45.71250000002328,-29561.875,525.0750000000116,-11104.362499999988,5957.337500000023,608.6875,-68.16250000000582,393.96250000000146,-7945.612499999988,1.3875000000000002,-0.025000000000000022,0.5499999999999972,0.02499999999999991,0.5625,-1.2249999999999943,0.1125,0.25,0.7749999999999999,-0.32499999999999996,0.15,-0.4625000000000057
-27851.149999999994,232.71250000002328,-29552.875,371.07500000001164,-11265.362499999988,6190.337500000023,314.6875,45.83749999999418,45.962500000001455,-7940.612499999988,0.3875000000000002,-0.025000000000000022,-0.45000000000000284,0.02499999999999991,0.5625,-1.2249999999999943,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,1.15,-0.4625000000000057
-27606.149999999994,-143.28749999997672,-29446.875,16.07500000001164,-11559.362499999988,6508.337500000023,-76.3125,23.83749999999418,-43.037499999998545,-8404.612499999988,-0.6124999999999998,-0.025000000000000022,-0.45000000000000284,-0.9750000000000001,0.5625,1.7750000000000057,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,0.15,0.5374999999999943
-28325.149999999994,163.71250000002328,-29436.875,441.07500000001164,-11599.362499999988,5993.337500000023,518.6875,163.83749999999418,368.96250000000146,-8294.612499999988,0.3875000000000002,-1.025,1.5499999999999972,0.02499999999999991,-1.4375,-1.2249999999999943,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,0.15,-0.4625000000000057
-27980.149999999994,-135.28749999997672,-29489.875,200.07500000001164,-11657.362499999988,6256.337500000023,279.6875,108.83749999999418,242.96250000000146,-8442.612499999988,-0.6124999999999998,-0.025000000000000022,0.5499999999999972,0.02499999999999991,0.5625,-0.22499999999999432,-0.8875,1.25,-0.2250000000000001,-0.32499999999999996,0.15,0.5374999999999943
-27823.149999999994,231.71250000002328,-29610.875,188.07500000001164,-11699.362499999988,6142.337500000023,87.6875,89.83749999999418,345.96250000000146,-8545.612499999988,-0.6124999999999998,-0.025000000000000022,-0.45000000000000284,0.02499999999999991,0.5625,-1.2249999999999943,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,0.15,0.5374999999999943
-28097.149999999994,542.7125000000233,-29541.875,199.07500000001164,-11375.362499999988,6138.337500000023,62.6875,200.83749999999418,300.96250000000146,-8445.612499999988,0.3875000000000002,-1.025,-0.45000000000000284,0.02499999999999991,-0.4375,-0.22499999999999432,0.1125,0.25,-1.225,-0.32499999999999996,0.15,-0.4625000000000057
-28011.149999999994,170.71250000002328,-29447.875,56.07500000001164,-11814.362499999988,6036.337500000023,273.6875,-22.16250000000582,81.96250000000146,-8496.612499999988,-0.6124999999999998,-0.025000000000000022,-0.45000000000000284,-0.9750000000000001,1.5625,0.7750000000000057,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,0.15,0.5374999999999943
-28316.149999999994,216.71250000002328,-29391.875,280.07500000001164,-11511.362499999988,5891.337500000023,403.6875,-34.16250000000582,318.96250000000146,-8376.612499999988,-0.6124999999999998,-0.025000000000000022,-0.45000000000000284,-0.9750000000000001,0.5625,-0.22499999999999432,0.1125,0.25,0.7749999999999999,-0.32499999999999996,0.15,0.5374999999999943
-28044.149999999994,178.71250000002328,-29472.875,363.07500000001164,-11621.362499999988,5913.337500000023,-208.3125,36.83749999999418,305.96250000000146,-8654.612499999988,0.3875000000000002,-0.025000000000000022,-1.4500000000000028,0.02499999999999991,-0.4375,0.7750000000000057,-0.8875,0.25,0.7749999999999999,-0.32499999999999996,0.15,-0.4625000000000057
-27735.149999999994,115.71250000002328,-29517.875,221.07500000001164,-11650.362499999988,6229.337500000023,-102.3125,116.83749999999418,272.96250000000146,-8630.612499999988,0.3875000000000002,-0.025000000000000022,1.5499999999999972,0.02499999999999991,0.5625,-0.22499999999999432,0.1125,0.25,-0.2250000000000001,-0.32499999999999996,-0.85,0.5374999999999943
