FPI,SPI,AI,SFI,FFI,FPD,SPD,AD,SFD,FFD,API_X,API_Y,API_Z,APD_X,APD_Y,APD_Z,AFD_X,AFD_Y,AFD_Z,AFI_X,AFI_Y,AFI_Z
52228.61249999999,-71.94999999995343,-1416.449999999997,-299.70000000001164,17424.5,9729.924999999988,-286.3500000000058,-11357.887500000012,152.52500000000146,10406.424999999988,0.375,-0.11250000000000004,0.025000000000005684,-0.037499999999999645,-0.40000000000000036,-0.48750000000001137,0.0375,0.11249999999999982,-0.2749999999999999,0.7,0.0625,-0.5374999999999943
52263.61249999999,-187.94999999995343,-1445.449999999997,-418.70000000001164,17465.5,9845.924999999988,-196.35000000000582,-11119.887500000012,157.52500000000146,10334.424999999988,0.375,0.8875,-0.9749999999999943,-0.037499999999999645,0.5999999999999996,0.5124999999999886,0.0375,0.11249999999999982,-0.2749999999999999,-0.30000000000000004,0.0625,-0.5374999999999943
52083.61249999999,-224.94999999995343,-1526.449999999997,-233.70000000001164,17494.5,9639.924999999988,-101.35000000000582,-11245.887500000012,348.52500000000146,10340.424999999988,-0.625,-0.11250000000000004,0.025000000000005684,-1.0374999999999996,-0.40000000000000036,-0.48750000000001137,0.0375,0.11249999999999982,-0.2749999999999999,-0.30000000000000004,0.0625,0.4625000000000057
52151.61249999999,-302.94999999995343,-1513.449999999997,-319.70000000001164,17500.5,9496.924999999988,-225.35000000000582,-11156.887500000012,-67.47499999999854,10157.424999999988,0.375,-0.11250000000000004,-0.9749999999999943,-0.037499999999999645,0.5999999999999996,-0.48750000000001137,0.0375,-0.8875000000000002,-0.2749999999999999,-0.30000000000000004,0.0625,0.4625000000000057
52173.61249999999,-206.94999999995343,-1573.449999999997,-217.70000000001164,17714.5,9323.924999999988,-131.35000000000582,-11244.887500000012,-1.4749999999985448,10170.424999999988,-0.625,-0.11250000000000004,-0.9749999999999943,-0.037499999999999645,0.5999999999999996,-0.48750000000001137,0.0375,0.11249999999999982,-0.2749999999999999,-0.30000000000000004,0.0625,0.4625000000000057
52132.61249999999,-156.94999999995343,-1674.449999999997,-158.70000000001164,17689.5,9240.924999999988,-176.35000000000582,-11380.887500000012,-7.474999999998545,10233.424999999988,0.375,-0.11250000000000004,0.025000000000005684,-1.0374999999999996,0.5999999999999996,-0.48750000000001137,0.0375,0.11249999999999982,-0.2749999999999999,-0.30000000000000004,0.0625,0.4625000000000057
52270.61249999999,-247.94999999995343,-1560.449999999997,-139.70000000001164,17711.5,9310.924999999988,-206.35000000000582,-11357.887500000012,-280.47499999999854,10080.424999999988,0.375,-0.11250000000000004,0.025000000000005684,-0.037499999999999645,0.5999999999999996,-0.48750000000001137,0.0375,0.11249999999999982,-0.2749999999999999,-0.30000000000000004,0.0625,-0.5374999999999943
52275.61249999999,-282.94999999995343,-1629.449999999997,-71.70000000001164,17808.5,9160.924999999988,-220.35000000000582,-11298.887500000012,-509.47499999999854,10053.424999999988,0.375,-0.11250000000000004,2.0250000000000057,-0.037499999999999645,-0.40000000000000036,0.5124999999999886,-0.9625,0.11249999999999982,0.7250000000000001,-0.30000000000000004,0.0625,0.4625000000000057
52215.61249999999,-287.94999999995343,-1688.449999999997,16.29999999998836,17861.5,9103.924999999988,-134.35000000000582,-11288.887500000012,-607.4749999999985,10279.424999999988,-0.625,-0.11250000000000004,-0.9749999999999943,-0.037499999999999645,-0.40000000000000036,0.5124999999999886,0.0375,0.11249999999999982,0.7250000000000001,0.7,-0.9375,0.4625000000000057
52300.61249999999,-233.94999999995343,-1610.449999999997,-167.70000000001164,17567.5,9345.924999999988,-119.35000000000582,-11415.887500000012,-620.4749999999985,10199.424999999988,0.375,-0.11250000000000004,-0.9749999999999943,-0.037499999999999645,-0.40000000000000036,0.5124999999999886,0.0375,0.11249999999999982,0.7250000000000001,0.7,0.0625,-0.5374999999999943
52331.61249999999,-83.94999999995343,-1601.449999999997,-89.70000000001164,17733.5,9518.924999999988,-157.35000000000582,-11246.887500000012,-545.4749999999985,10170.424999999988,0.375,-0.11250000000000004,0.025000000000005684,-0.037499999999999645,-0.40000000000000036,0.5124999999999886,0.0375,0.11249999999999982,-0.2749999999999999,0.7,0.0625,-0.5374999999999943
52163.61249999999,-25.949999999953434,-1857.449999999997,-23.70000000001164,17943.5,9514.924999999988,-66.35000000000582,-11285.887500000012,-517.4749999999985,10245.424999999988,0.375,-0.11250000000000004,0.025000000000005684,0.9625000000000004,-0.40000000000000036,-0.48750000000001137,0.0375,0.11249999999999982,-0.2749999999999999,0.7,0.0625,0.4625000000000057
52211.61249999999,-52.949999999953434,-1819.449999999997,-126.70000000001164,17920.5,9560.924999999988,-224.35000000000582,-11403.887500000012,-709.4749999999985,10145.424999999988,0.375,-0.11250000000000004,1.0250000000000057,-0.037499999999999645,-0.40000000000000036,-0.48750000000001137,0.0375,-0.8875000000000002,0.7250000000000001,-0.30000000000000004,-0.9375,-0.5374999999999943
52262.61249999999,-15.949999999953434,-1685.449999999997,-151.70000000001164,17722.5,9615.924999999988,-410.3500000000058,-11323.887500000012,-915.4749999999985,10100.424999999988,0.375,-0.11250000000000004,0.025000000000005684,0.9625000000000004,0.5999999999999996,-0.48750000000001137,0.0375,0.11249999999999982,0.7250000000000001,-0.30000000000000004,0.0625,-0.5374999999999943
52103.61249999999,19.050000000046566,-1686.449999999997,-167.70000000001164,17614.5,9564.924999999988,-353.3500000000058,-11298.887500000012,-573.4749999999985,10341.424999999988,-0.625,-0.11250000000000004,0.025000000000005684,-0.037499999999999645,0.5999999999999996,-0.48750000000001137,0.0375,0.11249999999999982,-0.2749999999999999,-0.30000000000000004,0.0625,0.4625000000000057
52080.61249999999,-21.949999999953434,-1663.449999999997,-48.70000000001164,17760.5,9467.924999999988,-208.35000000000582,-11283.887500000012,-379.47499999999854,10531.424999999988,0.375,-0.11250000000000004,0.025000000000005684,-0.037499999999999645,0.5999999999999996,0.5124999999999886,0.0375,0.11249999999999982,0.7250000000000001,-0.30000000000000004,0.0625,-0.5374999999999943
52173.61249999999,-43.949999999953434,-1682.449999999997,-180.70000000001164,17642.5,9609.924999999988,-293.3500000000058,-11137.887500000012,-348.47499999999854,10435.424999999988,-0.625,-0.11250000000000004,-0.9749999999999943,-0.037499999999999645,-0.40000000000000036,0.5124999999999886,0.0375,0.11249999999999982,0.7250000000000001,-0.30000000000000004,0.0625,-0.5374999999999943
52284.61249999999,-54.949999999953434,-1430.449999999997,-113.70000000001164,17607.5,9446.924999999988,-221.35000000000582,-11248.887500000012,-116.47499999999854,10337.424999999988,-0.625,-0.11250000000000004,-0.9749999999999943,-0.037499999999999645,0.5999999999999996,0.5124999999999886,0.0375,-0.8875000000000002,0.7250000000000001,-0.30000000000000004,0.0625,0.4625000000000057
52051.61249999999,164.05000000004657,-1548.449999999997,-96.70000000001164,17635.5,9512.924999999988,-268.3500000000058,-11290.887500000012,127.52500000000146,10325.424999999988,1.375,-0.11250000000000004,-1.9749999999999943,-0.037499999999999645,0.5999999999999996,-0.48750000000001137,-0.9625,0.11249999999999982,-0.2749999999999999,-0.30000000000000004,0.0625,0.4625000000000057
51886.61249999999,149.05000000004657,-1642.449999999997,-14.700000000011642,17498.5,9465.924999999988,-197.35000000000582,-11325.887500000012,147.52500000000146,10267.424999999988,-0.625,-0.11250000000000004,0.025000000000005684,0.9625000000000004,-0.40000000000000036,0.5124999999999886,0.0375,0.11249999999999982,-0.2749999999999999,-0.30000000000000004,0.0625,-0.5374999999999943
52063.61249999999,8.050000000046566,-1604.449999999997,12.299999999988358,17336.5,9496.924999999988,-205.35000000000582,-11241.887500000012,71.52500000000146,10228.424999999988,-0.625,0.8875,1.0250000000000057,-0.037499999999999645,0.5999999999999996,-0.48750000000001137,0.0375,0.11249999999999982,-0.2749999999999999,-0.30000000000000004,0.0625,0.4625000000000057
